INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 1, 1, 34, 392, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 563704, 79, 122, 72, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 564195, 79, 296, 552, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 566164, 80, 256, 382, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 569376, 80, 40, 697, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 569625, 80, 58, 662, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 571120, 80, 86, 312, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 572871, 81, 34, 187, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 574378, 81, 189, 60, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 577907, 82, 96, 40, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 578414, 82, 251, 566, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 579939, 82, 196, 230, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 580450, 83, 215, 472, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 580707, 83, 9, 679, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 581222, 83, 259, 206, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 582771, 83, 101, 683, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 594168, 84, 209, 485, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 594689, 84, 134, 550, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 595212, 84, 287, 39, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 599929, 84, 206, 614, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 604664, 85, 282, 558, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 606249, 85, 277, 120, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 608105, 85, 206, 106, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 612096, 85, 187, 401, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 612364, 86, 228, 324, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 614509, 86, 238, 221, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 616393, 86, 304, 199, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 616934, 87, 298, 130, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 617748, 88, 122, 565, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 618837, 89, 147, 324, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 620203, 89, 147, 408, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 620478, 89, 306, 208, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 622679, 90, 205, 126, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 626268, 90, 199, 480, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 627100, 90, 51, 85, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 630159, 91, 198, 617, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 636298, 91, 241, 428, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 637419, 91, 258, 149, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 638263, 91, 285, 402, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 638828, 92, 297, 250, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 641376, 92, 200, 635, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 642513, 92, 29, 114, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 645364, 92, 26, 272, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 651657, 92, 63, 208, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 652806, 93, 224, 684, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 653095, 93, 6, 571, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 654541, 94, 296, 373, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 655702, 94, 121, 212, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 656867, 94, 59, 32, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 665628, 95, 162, 53, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 667387, 96, 55, 528, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 667976, 96, 27, 129, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 672697, 97, 167, 101, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 676546, 98, 267, 430, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 678329, 98, 134, 611, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 678926, 98, 312, 110, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 679226, 98, 42, 315, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 690927, 98, 21, 415, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 696647, 99, 37, 302, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 697252, 99, 287, 107, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 699374, 100, 62, 343, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 700895, 100, 45, 562, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 702116, 101, 188, 716, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 702729, 101, 236, 717, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 703037, 101, 274, 397, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 703346, 102, 48, 433, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 703656, 102, 102, 616, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 709547, 102, 299, 162, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 710481, 103, 111, 565, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 714538, 103, 182, 84, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 716417, 104, 237, 233, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 717674, 104, 164, 472, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 719250, 104, 268, 55, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 719567, 104, 286, 359, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 719885, 104, 124, 198, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 720840, 105, 176, 288, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 724988, 105, 262, 549, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 727229, 106, 93, 399, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 729477, 107, 84, 563, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 729800, 107, 5, 344, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 730770, 107, 213, 36, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 733039, 108, 81, 173, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 735315, 108, 82, 30, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 735642, 108, 65, 261, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 737278, 109, 183, 113, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 740231, 109, 56, 252, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 740561, 109, 80, 233, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 742212, 109, 198, 172, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 746516, 109, 300, 378, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 748177, 110, 26, 656, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 751175, 110, 19, 106, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 754850, 110, 283, 341, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 756526, 110, 165, 36, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 761903, 110, 103, 677, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 762578, 111, 142, 47, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 764607, 111, 233, 57, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 765964, 111, 22, 125, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 766985, 111, 242, 698, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 767668, 111, 51, 460, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 768695, 112, 11, 699, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 769382, 113, 49, 211, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 773167, 113, 221, 158, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 774548, 113, 42, 342, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 775587, 113, 116, 599, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 776629, 113, 294, 315, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 776978, 114, 50, 360, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 783261, 115, 73, 126, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 786062, 115, 30, 629, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 787818, 115, 265, 444, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 791691, 115, 15, 198, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 793810, 115, 54, 52, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 794873, 116, 198, 9, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 795584, 116, 25, 663, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 799145, 116, 138, 73, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 800574, 117, 296, 21, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 803081, 117, 202, 201, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 804159, 118, 177, 74, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 808120, 118, 252, 512, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 809204, 118, 210, 348, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 811377, 118, 223, 599, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 811741, 118, 21, 577, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 812834, 119, 298, 414, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 815390, 120, 153, 458, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 821247, 120, 36, 56, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 823083, 120, 12, 544, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 823820, 120, 218, 292, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 833415, 120, 119, 191, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 838966, 121, 65, 246, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 843419, 121, 162, 299, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 848628, 121, 75, 602, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 852359, 121, 50, 259, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 853482, 121, 245, 97, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 854233, 122, 168, 527, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 857618, 123, 51, 718, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 857996, 123, 219, 259, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 858375, 124, 26, 73, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 859513, 124, 49, 215, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 867494, 124, 297, 220, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 867876, 124, 33, 632, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 868641, 125, 4, 415, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 869791, 125, 224, 612, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 870176, 125, 30, 572, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 871717, 125, 34, 242, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 883298, 126, 240, 434, 1 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 883686, 127, 92, 700, 2 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 886791, 127, 309, 426, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 887181, 127, 28, 170, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 892642, 128, 205, 682, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 897726, 128, 221, 110, 3 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 900079, 128, 210, 330, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 900866, 128, 241, 327, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 902443, 128, 302, 221, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 903234, 129, 49, 515, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 904819, 129, 240, 24, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 905217, 129, 45, 170, 10 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 906014, 129, 57, 562, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 910005, 129, 76, 393, 4 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 912406, 130, 117, 636, 5 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 914813, 130, 96, 296, 6 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 915216, 130, 199, 441, 9 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 916023, 130, 32, 57, 8 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 916832, 130, 154, 629, 7 );
INSERT INTO Offerings (offering_id, course_id, teacher_id, room_id, period) VALUES ( 919263, 131, 52, 322, 9 );
