INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 1, 'minorAssignment1', 2, 1);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 590, 'minorAssignment5', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 591, 'minorAssignment6', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 592, 'minorAssignment7', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 593, 'minorAssignment8', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 594, 'minorAssignment9', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 595, 'minorAssignment10', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 596, 'minorAssignment11', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 597, 'minorAssignment12', 2, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 598, 'majorAssignment1', 1, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 599, 'majorAssignment2', 1, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 600, 'majorAssignment3', 1, 94023);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 601, 'minorAssignment1', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 602, 'minorAssignment2', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 603, 'minorAssignment3', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 604, 'minorAssignment4', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 605, 'minorAssignment5', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 606, 'minorAssignment6', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 607, 'minorAssignment7', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 608, 'minorAssignment8', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 609, 'minorAssignment9', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 610, 'minorAssignment10', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 611, 'minorAssignment11', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 612, 'minorAssignment12', 2, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 613, 'majorAssignment1', 1, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 614, 'majorAssignment2', 1, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 615, 'majorAssignment3', 1, 94304);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 616, 'minorAssignment1', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 617, 'minorAssignment2', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 618, 'minorAssignment3', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 619, 'minorAssignment4', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 620, 'minorAssignment5', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 621, 'minorAssignment6', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 622, 'minorAssignment7', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 623, 'minorAssignment8', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 624, 'minorAssignment9', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 625, 'minorAssignment10', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 626, 'minorAssignment11', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 627, 'minorAssignment12', 2, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 628, 'majorAssignment1', 1, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 629, 'majorAssignment2', 1, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 630, 'majorAssignment3', 1, 95904);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 631, 'minorAssignment1', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 632, 'minorAssignment2', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 633, 'minorAssignment3', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 634, 'minorAssignment4', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 635, 'minorAssignment5', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 636, 'minorAssignment6', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 637, 'minorAssignment7', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 638, 'minorAssignment8', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 639, 'minorAssignment9', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 640, 'minorAssignment10', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 641, 'minorAssignment11', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 642, 'minorAssignment12', 2, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 643, 'majorAssignment1', 1, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 644, 'majorAssignment2', 1, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 645, 'majorAssignment3', 1, 96661);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 646, 'minorAssignment1', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 647, 'minorAssignment2', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 648, 'minorAssignment3', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 649, 'minorAssignment4', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 650, 'minorAssignment5', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 651, 'minorAssignment6', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 652, 'minorAssignment7', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 653, 'minorAssignment8', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 654, 'minorAssignment9', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 655, 'minorAssignment10', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 656, 'minorAssignment11', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 657, 'minorAssignment12', 2, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 658, 'majorAssignment1', 1, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 659, 'majorAssignment2', 1, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 660, 'majorAssignment3', 1, 97178);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 661, 'minorAssignment1', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 662, 'minorAssignment2', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 663, 'minorAssignment3', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 664, 'minorAssignment4', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 665, 'minorAssignment5', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 666, 'minorAssignment6', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 667, 'minorAssignment7', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 668, 'minorAssignment8', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 669, 'minorAssignment9', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 670, 'minorAssignment10', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 671, 'minorAssignment11', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 672, 'minorAssignment12', 2, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 673, 'majorAssignment1', 1, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 674, 'majorAssignment2', 1, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 675, 'majorAssignment3', 1, 99423);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 676, 'minorAssignment1', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 677, 'minorAssignment2', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 678, 'minorAssignment3', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 679, 'minorAssignment4', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 680, 'minorAssignment5', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 681, 'minorAssignment6', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 682, 'minorAssignment7', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 683, 'minorAssignment8', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 684, 'minorAssignment9', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 685, 'minorAssignment10', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 686, 'minorAssignment11', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 687, 'minorAssignment12', 2, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 688, 'majorAssignment1', 1, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 689, 'majorAssignment2', 1, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 690, 'majorAssignment3', 1, 99784);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 691, 'minorAssignment1', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 692, 'minorAssignment2', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 693, 'minorAssignment3', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 694, 'minorAssignment4', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 695, 'minorAssignment5', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 696, 'minorAssignment6', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 697, 'minorAssignment7', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 698, 'minorAssignment8', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 699, 'minorAssignment9', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 700, 'minorAssignment10', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 701, 'minorAssignment11', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 702, 'minorAssignment12', 2, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 703, 'majorAssignment1', 1, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 704, 'majorAssignment2', 1, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 705, 'majorAssignment3', 1, 100429);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 706, 'minorAssignment1', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 707, 'minorAssignment2', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 708, 'minorAssignment3', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 709, 'minorAssignment4', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 710, 'minorAssignment5', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 711, 'minorAssignment6', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 712, 'minorAssignment7', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 713, 'minorAssignment8', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 714, 'minorAssignment9', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 715, 'minorAssignment10', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 716, 'minorAssignment11', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 717, 'minorAssignment12', 2, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 718, 'majorAssignment1', 1, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 719, 'majorAssignment2', 1, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 720, 'majorAssignment3', 1, 101464);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 721, 'minorAssignment1', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 722, 'minorAssignment2', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 723, 'minorAssignment3', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 724, 'minorAssignment4', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 725, 'minorAssignment5', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 726, 'minorAssignment6', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 727, 'minorAssignment7', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 728, 'minorAssignment8', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 729, 'minorAssignment9', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 730, 'minorAssignment10', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 731, 'minorAssignment11', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 732, 'minorAssignment12', 2, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 733, 'majorAssignment1', 1, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 734, 'majorAssignment2', 1, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 735, 'majorAssignment3', 1, 103385);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 736, 'minorAssignment1', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 737, 'minorAssignment2', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 738, 'minorAssignment3', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 739, 'minorAssignment4', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 740, 'minorAssignment5', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 741, 'minorAssignment6', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 742, 'minorAssignment7', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 743, 'minorAssignment8', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 744, 'minorAssignment9', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 745, 'minorAssignment10', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 746, 'minorAssignment11', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 747, 'minorAssignment12', 2, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 748, 'majorAssignment1', 1, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 749, 'majorAssignment2', 1, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 750, 'majorAssignment3', 1, 105248);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 751, 'minorAssignment1', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 752, 'minorAssignment2', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 753, 'minorAssignment3', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 754, 'minorAssignment4', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 755, 'minorAssignment5', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 756, 'minorAssignment6', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 757, 'minorAssignment7', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 758, 'minorAssignment8', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 759, 'minorAssignment9', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 760, 'minorAssignment10', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 761, 'minorAssignment11', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 762, 'minorAssignment12', 2, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 763, 'majorAssignment1', 1, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 764, 'majorAssignment2', 1, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 765, 'majorAssignment3', 1, 116399);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 766, 'minorAssignment1', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 767, 'minorAssignment2', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 768, 'minorAssignment3', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 769, 'minorAssignment4', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 770, 'minorAssignment5', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 771, 'minorAssignment6', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 772, 'minorAssignment7', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 773, 'minorAssignment8', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 774, 'minorAssignment9', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 775, 'minorAssignment10', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 776, 'minorAssignment11', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 777, 'minorAssignment12', 2, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 778, 'majorAssignment1', 1, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 779, 'majorAssignment2', 1, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 780, 'majorAssignment3', 1, 117063);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 781, 'minorAssignment1', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 782, 'minorAssignment2', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 783, 'minorAssignment3', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 784, 'minorAssignment4', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 785, 'minorAssignment5', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 786, 'minorAssignment6', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 787, 'minorAssignment7', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 788, 'minorAssignment8', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 789, 'minorAssignment9', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 790, 'minorAssignment10', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 791, 'minorAssignment11', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 792, 'minorAssignment12', 2, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 793, 'majorAssignment1', 1, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 794, 'majorAssignment2', 1, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 795, 'majorAssignment3', 1, 117532);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 796, 'minorAssignment1', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 797, 'minorAssignment2', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 798, 'minorAssignment3', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 799, 'minorAssignment4', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 800, 'minorAssignment5', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 801, 'minorAssignment6', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 802, 'minorAssignment7', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 803, 'minorAssignment8', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 804, 'minorAssignment9', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 805, 'minorAssignment10', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 806, 'minorAssignment11', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 807, 'minorAssignment12', 2, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 808, 'majorAssignment1', 1, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 809, 'majorAssignment2', 1, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 810, 'majorAssignment3', 1, 117692);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 811, 'minorAssignment1', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 812, 'minorAssignment2', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 813, 'minorAssignment3', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 814, 'minorAssignment4', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 815, 'minorAssignment5', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 816, 'minorAssignment6', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 817, 'minorAssignment7', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 818, 'minorAssignment8', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 819, 'minorAssignment9', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 820, 'minorAssignment10', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 821, 'minorAssignment11', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 822, 'minorAssignment12', 2, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 823, 'majorAssignment1', 1, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 824, 'majorAssignment2', 1, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 825, 'majorAssignment3', 1, 122715);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 826, 'minorAssignment1', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 827, 'minorAssignment2', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 828, 'minorAssignment3', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 829, 'minorAssignment4', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 830, 'minorAssignment5', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 831, 'minorAssignment6', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 832, 'minorAssignment7', 2, 122826);
INSERT INTO Assignments (assignment_id, name, weight_id, offering_id) VALUES ( 833, 'minorAssignment8', 2, 122826);
